Word,BestWordListResult,RandomWordListResult,AUDIOThenRandomWordsResult,AUDIOThenBestWordsResult
twaes,2,5.6,6.6,11
worth,5,5.0,5.0,6
skeet,5,4.6,5.8,5
ceria,3,4.6,4.4,3
ducal,4,4.8,3.6,4
vitae,5,5.2,5.0,5
kopek,4,5.2,5.6,5
loped,4,6.0,6.0,3
bilge,4,4.8,5.0,4
vires,8,5.8,6.4,8
jehus,6,6.6,5.0,5
waler,6,6.6,7.8,7
uncia,4,5.0,2.8,3
yogas,5,5.4,5.2,7
stroy,2,3.6,5.8,3
pukka,5,5.6,5.6,6
lapse,6,4.2,4.8,6
anglo,5,4.6,3.4,3
cruck,5,4.8,4.4,5
fiats,3,4.8,4.0,7
macho,4,4.4,4.6,5
sprit,3,4.4,4.6,3
glees,6,4.6,4.2,4
leper,4,4.4,5.2,3
etude,5,4.2,4.6,4
bolds,3,6.4,6.6,5
noter,3,5.4,5.6,3
shahs,8,5.8,7.0,7
inlay,3,5.2,4.8,5
ursae,7,4.0,3.6,3
corps,5,6.2,6.8,4
shoes,3,5.2,5.4,6
ogees,4,4.8,7.4,9
uveal,6,5.0,4.0,3
dolts,3,5.4,7.4,3
gelts,7,7.0,7.0,7
plash,5,5.4,4.6,4
flush,6,5.0,4.8,6
colza,6,5.2,5.4,8
tikka,4,4.4,6.4,4
refix,7,4.4,4.8,6
bused,4,6.0,3.8,3
attic,6,5.8,4.4,4
gammy,5,4.8,5.6,6
afars,8,6.4,5.2,4
withy,5,5.4,5.8,5
beaux,5,4.6,4.0,7
gucks,7,7.0,6.0,7
fagin,5,4.4,6.0,6
ovens,5,5.2,6.6,6
veiny,4,5.0,5.4,5
spare,5,5.0,6.4,7
jiffs,8,6.4,6.8,7
orbed,4,4.0,6.6,6
loots,6,4.6,4.2,5
kumys,5,4.8,6.4,5
cukes,5,5.2,5.6,6
fauna,5,4.0,4.6,4
phono,4,4.4,4.0,4
lawns,5,5.2,5.6,4
stead,4,4.6,5.0,4
calks,5,5.6,5.6,4
muggy,5,5.0,6.0,5
cycad,3,5.2,4.4,4
three,4,5.4,5.0,4
ropes,5,5.2,6.4,4
thegn,4,4.4,4.6,4
yards,8,5.4,4.8,11
third,3,4.6,3.4,3
minor,3,4.6,4.6,4
goose,7,5.8,4.2,7
furzy,5,4.2,6.0,6
sonly,3,4.4,4.2,3
leady,3,5.0,5.4,4
pargo,3,4.4,4.4,4
boyar,3,5.6,5.2,4
enact,3,4.0,5.2,4
gates,8,5.8,7.0,8
china,4,4.6,4.6,5
hants,5,6.6,5.4,5
paged,5,5.8,6.8,6
cilia,4,5.2,4.2,4
byway,4,4.8,5.4,5
expat,6,4.0,4.4,6
silts,10,6.8,8.0,10
redan,4,5.0,4.8,4
togue,3,4.2,5.4,5
lairs,3,5.2,5.0,3
aping,5,5.8,4.8,6
bedew,4,4.4,3.6,5
omers,5,7.2,5.2,6
lytic,4,4.6,4.0,3
lying,3,5.2,5.0,4
perdy,5,4.4,4.8,3
musts,5,6.2,5.6,5
maybe,5,4.4,5.2,5
miffs,6,6.4,5.4,6
dwell,5,5.0,3.8,4
hylas,5,5.2,5.8,5
sokes,9,8.0,6.8,8
jacky,5,4.8,4.8,5
ether,7,5.4,5.2,6
rouse,3,5.2,5.4,3
fondu,4,4.4,3.6,4
glove,5,5.8,5.8,5
frows,6,6.6,7.4,6
getup,5,4.0,4.8,5
baton,4,5.0,4.8,4
yerba,4,3.8,6.2,6
today,3,4.6,4.4,3
heros,3,4.6,6.6,4
hillo,4,4.2,3.8,6
sarod,2,3.8,3.8,3
gangs,9,7.2,6.4,10
baiza,4,5.2,5.2,5
dhals,5,4.4,4.8,5
kluge,5,3.8,4.8,5
plats,4,5.4,5.2,5
raked,6,6.6,7.0,8
barky,5,5.2,5.2,5
mania,4,5.4,3.6,5
evade,6,4.6,5.2,5
dicey,3,3.4,6.0,3
henry,3,5.2,5.0,3
cages,6,7.4,7.0,6
galls,4,7.4,6.0,8
blimp,4,4.4,4.6,5
harem,4,5.4,5.8,3
prims,5,5.2,5.4,4
benny,4,5.2,6.8,4
ephah,7,4.2,4.6,6
salmi,4,4.6,5.0,3
nieve,5,4.8,5.2,4
talky,3,4.6,5.2,3
blond,3,4.2,5.2,4
oxter,5,5.6,6.2,6
longe,3,4.0,4.6,3
colog,4,5.0,4.2,4
donee,4,5.0,5.6,6
jowar,4,4.8,5.4,5
ghast,4,5.0,4.6,5
rared,10,8.6,8.4,11
fakes,8,7.6,7.2,8
jilts,9,5.6,7.4,9
livre,3,5.2,4.6,4
ollas,3,6.2,5.8,7
aloin,3,5.0,2.8,2
items,4,5.4,4.8,4
barny,3,5.6,5.4,4
liang,5,3.0,5.2,6
angle,4,5.8,4.2,3
desks,5,6.2,6.0,5
azuki,5,5.2,2.0,2
kulak,6,5.0,4.0,5
moira,3,3.6,3.4,3
miles,5,5.6,5.4,6
sieve,5,3.2,5.4,5
wooed,6,5.8,7.2,7
jubes,5,7.0,5.8,6
fritt,5,5.0,5.4,5
skyed,4,3.8,5.4,4
ataps,6,5.0,5.8,5
final,4,5.4,4.8,5
prune,3,5.2,4.2,3
sycee,5,4.6,4.6,3
pengo,4,4.0,4.4,4
drake,5,5.4,5.6,5
skeps,6,4.0,4.8,5
bowls,4,5.4,7.0,7
kinks,10,8.4,7.6,9
phons,4,5.4,7.0,4
bloke,4,4.8,5.0,5
amnio,4,4.2,2.0,2
clepe,4,5.2,4.6,4
vinca,5,4.8,4.8,5
nonet,5,5.8,5.6,6
educe,4,4.6,5.0,4
cuter,4,4.8,4.6,4
modem,4,5.6,5.0,7
lacey,3,4.6,5.0,4
sweep,5,4.4,4.8,4
flesh,5,3.4,3.8,5
donna,5,4.2,4.6,6
sired,3,5.4,5.8,3
wairs,8,5.4,5.8,7
coxal,5,5.0,6.2,6
agony,4,5.4,4.8,4
mimeo,4,4.4,4.8,3
rales,2,6.8,9.4,3
tepoy,3,5.4,5.2,4
burbs,8,5.6,6.2,7
jambs,5,6.0,5.8,5
ardor,5,4.4,2.4,2
twyer,5,4.4,4.6,3
howff,5,4.2,4.4,5
aspic,6,5.6,4.8,4
kists,8,6.4,6.4,8
bloom,5,4.6,5.0,5
thurl,3,4.2,4.2,3
pixie,4,5.4,4.2,4
joyed,6,6.6,7.8,8
wooer,6,5.0,5.6,7
poohs,5,6.6,6.8,8
curer,3,4.6,5.2,4
grams,6,7.0,6.6,6
coupe,4,5.0,4.0,4
haint,4,4.0,4.6,5
yerks,7,5.4,6.6,3
whops,5,4.0,6.2,5
ratty,5,5.2,6.2,6
runts,3,4.2,5.0,3
ganef,5,5.4,4.8,5
burry,6,4.4,4.8,7
razes,8,8.2,8.0,9
holed,4,6.8,7.4,6
venom,6,3.6,5.2,6
sinhs,7,4.8,5.6,7
azido,6,4.6,2.6,3
perky,6,5.0,5.8,5
dinky,4,6.0,4.8,6
muddy,6,5.0,5.2,7
crimp,4,4.4,4.4,4
quirt,3,4.4,4.2,4
sedge,4,5.4,4.4,3
loury,3,4.8,4.6,3
pommy,5,4.8,6.8,6
palea,5,5.0,6.2,4
diked,7,5.6,6.4,5
saner,2,5.8,4.4,3
flics,3,4.6,5.8,5
pacha,4,5.4,5.6,4
wring,5,4.8,5.8,5
redes,4,4.8,4.0,3
doles,3,8.0,8.0,2
glazy,4,6.0,5.8,6
retro,5,4.6,4.2,4
spoor,4,4.8,4.6,5
guaco,3,4.0,3.0,3
grove,7,6.0,6.2,6
curvy,5,5.4,5.4,5
grief,5,4.4,5.4,7
grows,7,6.0,7.6,7
caste,3,4.4,7.2,3
ratel,3,5.4,6.2,4
inlet,4,5.0,5.2,4
gemmy,5,4.0,5.6,5
downy,3,4.8,5.6,4
fumed,4,5.8,4.8,6
vowed,6,6.2,6.4,8
blink,5,5.2,5.6,6
touse,2,5.2,5.8,3
wiggy,6,5.8,6.0,6
movie,4,5.4,4.8,4
kelep,5,4.8,5.0,5
tondi,3,5.8,3.8,3
rhumb,3,4.6,4.2,4
emcee,4,4.4,4.8,4
augur,6,5.8,3.0,3
saids,6,6.0,4.8,6
gluon,4,4.4,4.6,5
ganof,4,4.8,4.6,5
redos,3,4.2,4.4,3
abaft,5,5.0,4.0,4
booth,5,4.6,5.4,5
rotes,2,5.0,5.8,3
stows,9,4.8,6.0,11
shunt,4,4.8,4.6,3
scups,4,5.4,3.8,5
mungo,4,3.6,5.0,5
ledge,3,4.6,4.6,3
shote,3,4.6,5.2,5
gamas,6,5.0,5.4,6
ruths,3,4.6,5.0,4
rinks,5,7.0,7.0,4
kayak,4,4.4,4.8,4
haves,7,8.6,7.4,7
vibes,6,6.4,7.4,7
tonus,3,5.0,5.2,4
telic,4,4.6,4.4,3
sayer,3,6.2,6.8,4
proxy,5,5.0,6.4,4
woven,6,4.2,5.2,5
slang,5,4.0,4.4,5
yocks,9,7.4,7.6,7
parrs,8,5.0,6.2,7
dites,3,6.8,6.4,4
rheum,6,4.0,4.4,4
kanas,7,4.4,5.4,6
updry,4,4.6,3.0,3
netop,4,4.6,5.8,5
ropey,4,4.8,4.8,4
weirs,5,4.6,6.8,6
pesos,4,4.6,6.8,5
yoghs,5,4.2,6.2,4
frock,5,4.0,5.2,5
soups,5,4.8,5.4,5
pavin,4,4.2,6.4,5
myths,4,3.6,3.6,3
silds,7,5.2,6.2,7
surgy,3,4.8,6.4,3
mamba,6,4.6,5.6,6
fenny,5,4.8,5.0,5
limey,3,5.0,5.0,4
ameer,6,5.4,4.8,6
heils,4,4.6,5.2,4
tuner,3,4.4,5.4,3
meant,3,3.6,5.6,4
silva,4,4.6,3.8,4
yawps,6,5.6,5.8,6
hoyle,5,4.6,4.8,5
dealt,3,4.8,4.2,3
jarls,7,5.0,6.2,7
bevel,5,5.0,5.6,5
turfy,3,5.0,4.4,4
fidos,5,5.8,3.0,4
flays,6,6.6,7.8,7
cymar,4,4.2,4.6,5
joker,8,8.4,6.2,6
graal,6,6.0,5.0,5
pints,4,4.4,5.2,4
burls,6,4.6,6.2,6
prase,6,6.2,4.6,8
taler,2,5.0,5.4,3
plump,5,4.8,5.6,5
giver,6,5.8,7.6,6
gypsy,4,5.0,3.4,4
liane,2,4.2,6.0,4
faugh,4,4.2,5.8,4
pesto,4,5.0,4.2,3
hyson,4,4.4,4.4,4
panda,4,3.8,4.2,4
geest,7,6.0,5.8,5
mayas,7,5.0,4.6,8
plume,3,5.4,4.2,3
pasty,4,5.6,6.0,4
geoid,3,4.6,5.2,3
hunch,6,5.8,5.0,6
arbor,5,5.6,5.0,5
bassy,6,5.2,6.6,6
palpi,4,5.2,5.4,6
wests,9,7.0,5.0,9
grees,5,4.6,5.6,4
flabs,6,5.6,4.8,6
unarm,5,4.8,4.8,5
toper,3,6.0,5.0,4
anima,6,5.4,4.4,3
gouts,6,5.6,6.0,6
seats,8,5.2,6.2,9
jerry,8,4.8,6.4,8
snowy,3,5.2,5.0,4
hazan,4,5.4,4.8,5
benni,5,4.8,4.6,6
tilts,3,5.0,7.0,5
swung,4,4.8,4.6,5
frier,6,4.8,5.8,9
tapis,4,4.4,5.6,4
skoal,4,4.0,5.4,5
vesta,6,6.2,6.6,9
fetor,5,4.6,3.8,5
lulls,10,5.2,7.2,7
faggy,5,6.4,6.6,6
crumb,5,4.4,4.2,4
almeh,3,4.6,5.0,3
froth,5,5.4,5.0,4
sinew,4,4.6,6.0,3
jowls,7,5.4,8.4,9
afrit,3,4.4,4.4,4
icker,4,5.2,6.0,7
votes,6,4.0,6.8,6
malar,4,5.0,5.2,5
toker,5,5.6,6.6,6
lytta,4,4.0,4.2,4
orcin,5,4.0,3.8,5
sheik,4,5.0,4.8,4
dufus,6,4.6,7.4,7
bogie,5,5.4,4.2,5
shrug,4,4.6,5.2,4
penne,4,4.8,4.2,4
spang,4,5.4,6.6,5
reman,4,5.0,5.8,4
pross,8,6.0,6.4,7
oread,5,5.6,3.6,4
force,4,4.2,4.6,4
oohed,5,7.0,7.8,8
loran,3,4.0,3.8,3
yukky,5,4.8,6.8,5
burps,5,6.0,6.4,4
routs,4,4.8,4.8,3
coxae,4,5.4,7.0,5
cited,3,4.4,5.4,4
quart,5,5.6,3.4,5
fards,5,6.4,8.0,10
spelt,5,5.2,4.6,4
arses,3,6.0,5.2,3
watap,5,3.8,4.2,5
jumps,5,8.8,7.6,6
frugs,5,5.4,4.6,4
enure,4,4.8,4.2,4
amide,3,4.4,3.8,4
visit,6,5.2,5.0,4
wreak,7,5.2,4.8,8
tepee,5,5.4,4.4,4
iodid,5,4.6,3.2,4
mambo,5,5.2,5.0,6
ghazi,4,4.4,5.0,5
ileac,5,4.2,4.8,5
hoped,5,7.0,6.6,6
snots,6,5.6,5.8,7
mewed,5,5.0,6.4,5
purda,3,5.2,3.6,4
wadis,6,5.6,4.8,6
queen,4,4.8,4.8,5
deedy,4,6.4,5.0,4
wauks,5,6.4,5.6,6
ootid,5,4.0,4.0,4
tajes,9,6.0,7.8,10
belga,4,5.4,5.6,5
nooky,4,4.4,5.8,4
fetch,5,5.8,5.8,4
sucks,11,4.8,6.2,11
ruder,5,4.6,4.6,4
laics,3,4.6,5.4,3
carer,6,6.4,6.8,5
moils,5,4.0,7.0,7
bromo,6,5.2,4.4,5
spell,6,5.4,5.2,5
fusee,5,5.8,4.2,3
mound,5,4.2,6.4,4
place,4,5.8,4.8,4
kills,12,7.0,9.0,5
salep,3,4.6,6.0,3
ruers,5,6.6,3.6,4
oyers,4,5.6,8.0,5
study,4,4.4,4.0,3
acari,6,4.4,4.0,4
cobby,5,5.0,5.4,5
unlet,4,4.6,4.4,4
threw,3,4.6,4.0,3
musty,6,6.0,6.2,4
shade,4,5.6,5.2,4
endue,5,5.2,3.8,3
kythe,4,4.4,4.4,3
minis,4,7.6,5.0,4
kreep,6,4.6,4.8,6
gimel,4,4.8,4.6,4
dowse,4,5.0,3.8,4
audad,4,4.4,2.0,2
punts,5,6.2,5.0,4
dried,7,6.2,5.6,4
romps,4,5.0,5.6,4
viand,3,4.0,4.0,5
tails,2,7.8,8.4,3
class,10,5.8,5.0,9
cutis,4,4.4,4.4,3
bogus,4,4.8,4.8,5
aired,2,5.8,4.2,2
redye,4,4.6,3.6,3
gooks,6,4.4,6.0,6
mousy,5,5.6,4.0,7
waves,8,6.4,7.8,9
synod,3,4.4,4.2,4
guard,4,4.8,3.0,3
lader,4,6.6,4.8,3
yells,10,8.2,5.4,5
realm,5,4.4,4.6,5
roset,2,5.0,5.8,3
remit,5,6.0,5.4,5
grego,9,5.0,3.8,4
flick,4,4.8,4.6,5
antsy,4,4.6,4.6,3
helix,5,4.8,4.4,5
murra,5,5.8,5.6,4
meeds,6,6.8,6.8,5
lorry,6,5.6,5.6,7
trust,2,4.6,3.8,3
gilly,4,5.2,5.6,5
raffs,9,8.0,6.0,8
zippy,6,6.0,5.6,7
sanes,12,7.4,6.2,13
salts,6,7.2,7.2,6
aryls,4,4.0,4.6,3
brans,3,4.6,6.8,4
gular,4,4.6,5.0,4
hussy,5,4.8,6.4,6
viler,5,5.0,5.8,6
plods,3,4.4,5.2,5
recta,4,4.6,5.2,4
jaggy,6,5.4,7.2,7
hasps,7,6.2,6.4,6
twist,3,4.2,4.8,4
bared,5,5.8,6.6,6
incur,4,3.8,3.6,3
heapy,5,4.8,5.0,6
unpeg,5,4.2,4.2,4
tasty,3,6.8,5.6,4
finks,6,8.4,7.6,5
seers,5,7.8,7.8,5
remet,7,5.6,4.6,4
curls,3,6.0,6.4,3
graph,4,4.4,4.6,4
sabal,4,4.4,4.6,4
grace,6,5.6,5.4,6
toter,7,5.8,6.6,8
spats,5,5.2,6.4,8
tarok,4,4.6,6.2,6
teloi,3,4.2,4.6,3
roots,5,6.6,4.4,4
shwas,5,4.8,5.0,6
swami,4,4.8,5.4,6
packs,4,6.4,8.8,4
arils,4,5.6,4.0,3
molas,5,5.2,4.6,5
enows,4,5.4,6.6,6
haems,2,5.4,5.0,3
wraps,7,5.8,5.0,7
manat,4,5.4,5.0,4
ungot,4,4.2,5.0,6
gappy,6,6.6,5.6,5
donor,4,4.2,4.0,4
civic,4,4.8,4.4,5
bocce,4,5.4,5.0,6
cupel,4,3.8,4.6,4
sties,4,5.4,5.2,11
penis,3,4.4,5.2,3
pilaf,5,4.8,4.4,4
gwine,5,4.4,5.4,5
spark,7,5.0,5.8,6
apeak,6,4.6,4.6,4
poyou,5,4.2,4.8,4
bursa,4,4.6,4.8,3
algas,6,5.4,5.0,6
fiefs,6,6.2,6.0,5
voles,8,6.6,6.8,8
sudds,4,6.2,4.0,3
treat,6,4.6,5.4,6
gauze,5,4.2,4.8,5
jabot,5,5.0,5.6,4
hyena,4,4.4,5.2,5
bidet,3,5.2,4.2,3
aimer,4,5.0,5.0,3
spoke,4,5.2,4.8,5
keens,4,5.8,6.4,5
wushu,5,4.4,4.8,4
cyton,4,4.2,4.2,4
toped,4,6.2,6.0,5
snags,5,6.0,5.2,5
pecks,4,6.2,6.2,4
chuck,4,4.8,5.0,5
hexad,5,5.0,4.8,5
heath,5,4.6,5.8,5
taces,3,5.4,6.2,4
fined,6,5.4,7.6,6
sidhe,4,4.8,3.8,4
fesse,6,5.4,5.0,5
wrest,7,3.6,5.2,6
redub,4,4.6,3.4,3
caves,9,7.8,10.2,9
teths,6,6.2,5.0,5
intro,4,4.8,3.2,4
apter,3,5.0,5.0,3
cruel,5,4.6,3.8,3
masas,6,5.8,7.2,6
basis,5,4.8,6.0,5
escot,6,4.8,5.8,6
cubed,4,5.4,4.6,5
tomes,4,5.4,7.4,5
kyrie,4,4.8,5.0,3
frons,4,5.6,6.2,4
metis,5,5.2,4.2,4
tunny,3,5.2,4.6,4
raves,7,7.6,9.6,8
notum,4,3.8,4.6,5
surly,2,5.4,5.0,3
duits,3,6.2,2.6,2
siree,5,5.2,5.4,4
stile,3,4.8,4.8,3
silly,4,4.4,5.8,4
mills,8,7.2,5.6,5
unzip,5,5.8,5.2,5
setts,6,5.2,6.2,6
sneap,10,4.4,5.2,6
buffy,6,4.6,7.0,7
alibi,4,5.4,5.6,5
neifs,4,4.4,4.8,5
whiny,3,4.4,5.2,4
serin,3,4.0,4.8,3
pleas,5,4.2,5.8,5
takes,7,5.8,8.2,8
belon,5,5.2,5.0,6
duomo,4,4.4,3.0,3
mools,7,6.8,5.0,6
sting,5,4.4,5.6,5
corgi,3,5.0,4.2,4
torso,4,5.8,3.8,3
bonze,5,4.8,4.4,5
trave,5,5.6,6.0,5
early,4,4.6,4.6,5
twixt,6,4.4,5.4,5
rowth,3,5.4,4.8,4
cling,4,4.8,4.8,4
kurus,6,6.4,5.4,7
clavi,4,5.4,5.0,7
wills,13,8.4,8.8,11
skirl,4,4.6,4.8,4
flops,5,6.0,7.0,6
khans,5,4.2,4.2,6
peans,5,4.0,5.6,4
trona,3,4.4,4.8,7
sprag,4,5.2,5.2,5
rises,9,6.8,6.8,9
golds,5,5.0,7.6,7
clept,5,4.8,4.6,4
repel,5,4.8,4.6,4
sighs,5,5.0,5.4,5
matte,4,4.8,4.8,5
blues,5,4.8,5.0,4
bwana,5,4.4,4.2,5
leech,4,5.0,4.2,4
odyls,3,4.8,6.6,6
tacos,3,4.0,5.6,5
swoop,4,4.8,5.4,5
frown,6,4.6,5.0,6
thins,3,5.0,4.8,4
makar,5,5.2,4.6,5
birks,5,6.0,5.8,4
messy,6,5.6,4.6,5
bests,7,8.4,9.4,5
verst,2,5.0,5.6,3
astir,3,6.0,4.0,3
tophi,3,3.8,3.4,5
coyer,6,7.2,5.8,6
inner,4,6.8,6.0,7
defis,4,6.8,4.0,3
decks,4,6.4,6.2,4
taunt,5,4.6,6.0,7
dicks,3,6.4,4.2,4
exine,5,6.6,5.0,6
clues,3,6.2,4.4,3
seism,7,5.0,5.4,7
sumac,3,4.6,4.8,3
roily,2,5.0,5.0,3
quays,6,6.4,4.6,7
suint,3,3.8,4.0,3
canid,3,5.0,4.6,4
legit,5,5.0,5.2,4
wired,6,6.6,7.0,7
thing,5,4.4,4.6,5
flyer,5,5.0,5.0,4
rouge,4,4.6,4.6,4
puler,4,5.2,4.8,3
sophy,4,5.8,4.8,4
bells,7,4.4,8.8,6
reuse,4,5.0,3.2,3
fifes,9,6.8,7.2,9
lurks,3,5.0,6.0,3
lousy,4,5.4,3.6,5
gules,5,6.6,6.6,6
light,4,4.6,5.8,5
blahs,6,5.4,6.0,5
seize,7,5.4,5.2,7
flack,5,6.0,5.2,6
grown,5,4.0,5.0,5
saggy,6,6.6,6.4,7
dells,6,6.4,5.8,5
sowar,4,5.0,5.0,5
shank,4,4.6,5.6,5
lycee,3,4.0,5.4,4
bergs,6,5.2,4.8,6
story,2,4.4,6.2,3
gesso,6,5.4,3.8,5
binal,3,5.2,5.6,4
abaya,3,4.6,5.2,6
alike,3,5.6,5.8,4
lever,5,4.8,5.2,5
hypha,4,4.4,4.6,5
argon,4,4.6,4.8,5
napas,5,5.2,5.0,5
jived,7,6.2,5.6,9
whamo,4,4.8,4.0,5
caver,6,7.2,7.6,7
wilco,4,5.0,3.2,4
harms,7,7.2,6.0,6
meres,7,6.2,6.2,6
tolan,3,5.0,4.8,4
keeps,8,5.4,5.6,5
wires,7,7.8,8.6,7
doers,3,5.2,4.4,3
cymas,5,5.6,6.0,5
gasps,7,5.4,5.6,6
prime,4,5.4,5.8,5
yechy,5,4.8,5.0,6
golfs,7,5.2,6.6,4
coaly,2,4.8,6.8,4
flirt,3,4.2,5.2,4
buses,5,4.8,4.2,7
cooey,5,6.0,5.6,6
ocker,5,5.2,5.8,6
uncap,4,4.2,5.2,5
thief,4,4.2,4.4,3
blume,4,5.2,4.8,4
veery,8,5.6,5.6,7
gasts,9,6.8,7.0,8
sysop,5,4.0,5.0,4
kanji,4,5.4,5.0,5
vagus,7,5.0,4.8,7
jivey,6,5.4,5.8,5
yechs,5,4.6,5.0,4
extol,7,5.4,5.2,7
jupon,4,4.6,4.6,5
klutz,4,4.2,4.4,5
femes,6,6.0,6.6,6
brash,6,4.6,5.0,6
axmen,3,5.0,4.2,3
arced,3,5.4,4.6,3
tills,3,5.0,6.8,6
focus,5,5.2,4.6,6
brand,4,4.4,3.4,4
stony,4,3.8,5.2,4
didst,6,4.4,3.6,4
novel,4,5.6,5.2,4
ratos,3,5.6,5.2,4
attar,8,4.8,4.6,5
fetal,6,5.6,5.8,6
thill,4,4.4,5.4,5
doled,6,5.6,6.2,3
hound,6,5.2,4.0,7
neves,5,3.8,5.2,7
cains,3,5.6,5.6,4
selva,5,4.2,5.6,5
vices,6,5.6,6.6,6
anvil,4,3.8,4.2,5
loess,4,6.4,5.4,4
deray,3,5.4,4.8,3
jaunt,8,5.4,4.6,6
gauge,6,5.0,4.2,6
ocrea,3,5.8,4.6,4
redly,3,4.4,3.6,3
bitch,5,6.0,5.0,5
dreks,5,5.8,4.8,5
slept,4,4.8,5.2,3
comae,3,5.0,5.4,4
overs,6,6.0,6.4,7
folia,3,3.8,4.4,4
noisy,3,4.8,4.8,4
virus,6,6.6,3.4,4
polyp,4,3.8,6.4,4
islet,3,4.8,4.8,3
forth,4,4.4,4.6,5
cared,3,7.0,7.6,4
acned,3,4.4,5.4,4
jello,6,5.0,5.0,6
helos,4,4.4,7.0,4
estop,5,5.8,6.4,5
gamba,5,5.2,5.0,5
silks,7,4.6,5.2,5
lasso,3,5.2,4.6,3
pater,6,6.0,6.8,5
snobs,6,4.2,6.2,6
kanzu,5,5.4,5.0,5
micas,4,5.8,4.0,6
hosts,8,5.4,6.4,8
rival,5,4.6,5.0,4
morts,4,5.2,6.0,5
scars,6,5.6,5.8,6
gayal,4,4.2,5.0,5
brink,5,4.4,5.0,4
sudor,3,3.8,2.8,3
fives,7,7.2,6.6,8
braws,8,6.6,5.6,7
gyres,7,5.2,6.4,6
dimly,3,3.8,5.4,4
kyack,3,4.6,4.2,5
hexes,8,5.6,6.4,9
pines,4,6.0,7.4,5
raved,7,5.8,9.0,9
seepy,5,4.6,5.8,4
pocky,4,5.2,4.6,4
vigil,5,5.2,5.0,5
sloth,3,4.8,5.6,4
bliss,4,5.0,5.8,5
jotty,5,5.0,7.4,5
studs,3,4.6,3.8,5
cooed,9,6.8,9.2,12
idled,4,4.4,7.4,7
zoned,5,6.0,5.8,7
bleak,5,6.0,5.4,7
jolts,8,6.6,8.4,8
waker,7,6.0,6.2,8
purls,4,5.0,6.8,4
curse,3,5.2,5.6,4
idyll,3,4.0,4.8,4
hallo,4,5.6,5.0,5
panes,4,7.0,7.0,5
fancy,4,5.4,5.8,4
lodge,4,4.6,3.8,4
flams,6,6.0,7.6,6
adzed,6,4.4,4.2,3
rices,4,7.6,6.0,4
month,4,3.8,5.4,4
fared,7,5.2,7.0,8
pekes,6,4.2,5.0,7
unman,6,5.4,4.8,7
natty,4,5.4,6.0,4
field,5,4.6,5.2,5
tarre,3,4.8,4.6,4
syrup,3,4.0,5.4,4
teats,6,6.6,7.0,6
favus,6,5.0,4.4,7
lands,4,6.2,5.8,3
wited,5,6.4,4.8,6
gunny,5,4.8,6.2,5
gamps,5,5.6,6.6,4
biogs,4,6.2,4.6,4
issue,6,4.4,4.0,3
semis,5,6.0,4.4,5
swift,5,4.8,5.4,6
cuffs,5,6.8,6.8,5
japed,5,6.8,9.0,7
eland,4,5.6,5.6,7
nairu,5,4.8,3.4,3
leave,3,5.8,5.2,4
levee,5,5.4,5.0,4
vitta,4,5.0,5.8,5
bigot,4,4.4,3.8,5
lowes,7,7.4,7.6,7
sylis,4,4.6,4.4,3
letch,5,4.0,3.8,4
tyred,3,4.8,5.2,3
theft,8,4.2,4.8,6
oared,2,5.4,4.0,3
erica,4,4.4,4.4,4
skosh,5,4.4,5.8,5
suber,4,4.6,4.2,4
vials,4,7.6,5.4,13
eater,11,7.4,6.6,10
crept,5,5.4,4.2,4
beams,5,6.2,4.6,5
fused,6,5.0,6.0,5
bogan,4,4.4,5.2,4
sheen,5,5.2,4.8,4
wacke,4,4.4,5.2,5
sorta,2,5.8,4.2,3
nappa,4,3.8,5.6,6
brace,5,6.4,5.8,5
gaols,3,3.8,5.8,6
auris,4,6.2,3.0,2
gauss,6,5.0,5.0,7
ratio,2,3.6,2.4,2
perps,7,7.4,6.0,7
libri,3,4.4,4.6,3
fixed,7,6.0,7.0,8
dormy,3,4.6,5.6,4
sones,8,5.2,7.0,9
liras,3,5.4,5.4,4
lusus,5,5.8,5.4,6
swell,8,5.2,5.8,5
humor,5,4.8,4.4,4
taber,5,5.4,6.4,6
poach,3,4.0,5.0,5
buffo,4,4.4,4.8,5
lucid,3,4.2,3.2,3
scots,4,7.0,5.8,4
muras,5,5.4,5.6,3
corny,2,5.0,5.4,3
acute,7,4.8,3.4,3
kains,6,6.6,6.0,8
marge,5,6.2,6.6,6
snafu,5,5.8,4.2,6
sided,5,5.4,4.4,3
skunk,5,5.2,5.0,5
picul,4,4.8,3.8,3
skald,5,4.8,4.0,5
lento,3,4.0,3.8,3
gnats,5,5.2,4.8,4
grout,3,4.2,3.8,5
table,2,5.6,5.4,3
lupus,5,5.4,4.6,5
pyros,4,3.8,5.2,5
giant,4,3.6,5.6,4
pinch,4,4.6,4.8,4
kabab,6,5.0,5.4,6
toast,3,4.6,5.4,3
loins,3,6.6,4.2,3
party,2,5.0,5.8,3
gored,5,5.4,6.0,6
sarky,4,4.8,5.0,3
berry,6,5.8,5.4,7
sexto,4,5.6,5.0,4
porky,5,5.2,5.8,5
bates,6,6.4,5.4,6
murks,5,5.0,6.4,6
walks,6,6.2,6.8,5
khaki,5,4.2,4.0,6
mulch,4,4.2,4.0,4
fiord,4,4.6,4.2,4
frame,7,4.8,6.0,7
cones,3,7.4,7.0,4
duvet,4,4.8,4.6,3
beefy,4,4.8,4.6,5
mbira,5,5.2,4.4,6
